target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CC(C)(C)c1cc(C(C)(C)C)cc(P2(c3cc(C(C)(C)C)cc(C(C)(C)C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,Cc1ccc(P2(->c3ccc(C)cc3)[Ru+2]P(c3ccc(C)cc3)(c3ccc(C)cc3)->c3cccc4c3C3(c5ccccc5-c5cccc2c53)c2ccccc2-4)cc1,c1ccc([C@@H]2CC[C@@H](c3ccccc3)<-P23CCP2(->[C@H](c4ccccc4)CC[C@H]2c2ccccc2)[Co+2]3)cc1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,Cc1cc(C)cc(P2(c3cc(C)cc(C)c3)->c3cccc4c3[C@@]3(CCc5cccc(c53)C3=N(->[C@@H](Cc5ccccc5)CO3)[Ir+]2)CC4)c1,CC(C)[C@H]1CC[C@H](C(C)C)<-P12[Ru+2]P1(->[C@@H](C(C)C)CC[C@@H]1C(C)C)c1ccccc12,0,-1.1124659776687622,-0.010494962334632874,106
CC(C)[C@@H]1<-N2=C(OC1)c1ccccc1P(C(C)C)(->C(C)C)[Ir+]2,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CCc1ccccc1P1(c2ccccc2CC)->N2CCC[C@H]2C2=N(->[C@H](C(C)(C)C)CO2)[Ir+]1,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@H](C(C)(C)OC(=O)c3ccccc3)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,0,-4.742945194244385,-0.10091372579336166,47
c1ccc2c(c1)ccc1op([Rh+]p3(N4CCCCCC4)->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)(N3CCCCCC3)->oc3ccc4ccccc4c3c12,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,CCN(CC)p1([Rh+]p2(N(CC)CC)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,COC[C@@H]1Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)[C@@H]1c1ccccc1,0,-4.824958324432373,-0.061075422912836075,79
C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,C[C@H]1CC[C@H](C)<-P12[Rh+]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)<-P1(C)[Rh+]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,1,-0.1562599092721939,-0.0030049982015043497,52
Cc1cccc(C)c1S1->C[C@H]2O[C@@H]3OC(C)(C)OC3C2Op2(->oc3c(C(C)(C)C)cc(C(C)(C)C)cc3c3cc(C(C)(C)C)cc(C(C)(C)C)c3o2)[Ir+]1,CC1(C)OC2C3[C@@H](COp4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S3->c3ccccc3)O[C@@H]2O1,CC1(C)OC2C3Op4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S(->C(C)(C)C)C[C@H]3O[C@@H]2O1,C[Si](C)(C)c1cccc2c1op1(->oc3c([Si](C)(C)C)cccc32)O[C@H]2[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@@H]3OC(c4ccccc4)<-N(=[Ir+]1)[C@@H]32,CC1(C)OC2C3Op4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S(->c4ccccc4)C[C@H]3O[C@@H]2O1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1cccc(C)<-n1[Ir+]3,0,-3.681187868118286,-0.037183716893196106,99
C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,CC1(C)Op2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,CC1(C)Op2(->oc3c([Si](C)(C)C)cccc3c3cccc([Si](C)(C)C)c3o2)[Ir+]N2->[C@H]1COC=2c1ccccc1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(c1ccccc1)(->c1ccccc1)[Ir+]2,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C2=N(->[C@H](C(C)(C)OC(=O)c3ccccc3)CO2)[Ir+]1,3,-4.03645658493042,-0.059359654784202576,68
CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Ru+2]2,C[C@@H]1c2c[c-]([Fe][c-]3cccc3)cc2-c2ccccc2P(c2ccccc2)(->c2ccccc2)[Ru+2]P1(c1ccccc1)->c1ccccc1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,C[C@H]1CC[C@H](C)<-P12[Ru+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ru+2]2,CC(C)(C)<-P1(C)[Ru+2]P(C)(->C(C)(C)C)c2nc3ccccc3nc21,0,-0.6458203196525574,-0.007096926681697369,91
CC(C)c1cccc(C(C)C)c1N1C=CN2<-[C]1[Ir+]N1->[C@@H](CC2)COC=1C(C)(C)C,CC1(C)[C@@H]2CC[C@@]1(C)[C@H]1c3<-n(ccnc3)[Ir+]P(c3ccccc3)(->c3ccccc3)[C@H]21,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C=N(->[S@](=O)C(C)(C)C)[Ir+]1,COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(C(C)C)->C(C)C,COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(c1ccccc1)->c1ccccc1,c1ccc(-c2sc3c4<-n2[Ir+]P(c2ccccc2)(->c2ccccc2)C[C@H]4CCC3)cc1,0,-4.907400131225586,-0.08461035043001175,58
CC(C)(C)P12->[C@H](c3ccc4ccccc4c3-c3c(ccc4ccccc34)C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccc4ccccc4c3-c3c1ccc1ccccc31)[Ni+2]2,CN(C)P1([Rh+]P2(N(C)C)->Oc3cccc4c3C3(CCc5cccc(c53)O2)CC4)->Oc2cccc3c2C2(CCc4cccc(c42)O1)CC3,C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Ni+2]P1(C1CCCCC1)->C1CCCCC1,C[C@H]1CC[C@H](C)<-P12[Ni+2]P1(->[C@@H](C)CC[C@@H]1C)c1ccccc12,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Ni+2]2,C[C@@H]1Np2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]P(c2ccccc2)(->c2ccccc2)c2ccccc21,0,-0.9344233274459839,-0.01026838831603527,91
CC1(C)OP(C2CCCCC2)(->C2CCCCC2)[Ir+]N2->[C@@H](C(C)(C)C)CN(c3ccccc3)C=21,CC1(C)OP(C2CCCCC2)(->C2CCCCC2)[Ir+]N2->[C@@H](C(C)(C)C)CN(c3ccccc3)C=21,c1ccc(C2<-N3=C(OC2)[C@H]2[C@@H]4CC[C@@H](C4)N2P(c2ccccc2)(->c2ccccc2)[Ir+]3)cc1,CC1(C)OP(c2ccccc2)(->c2ccccc2)[Ir+]N2->[C@@H](C(C)(C)C)CN(c3ccccc3)C=21,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2C2=N(->[C@@H](C(C)C)CO2)[Ir+]1,C[C@@H]1OC(c2ccccc2)=N2->[C@@H]1C(Cc1ccccc1)(Cc1ccccc1)OP(C1CCCCC1)(->C1CCCCC1)[Ir+]2,1,-0.7736062407493591,-0.013814397156238556,56
C[C@@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C(C)(C)C)->C(C)(C)C.O=C[Cr](C=O)C=O,Cc1ccccc1N1N(c2ccccc2C)p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]p12->oc1ccc3ccccc3c1c1c(ccc3ccccc31)o2,c1ccc(OP2(Oc3ccccc3)->N(c3ccccc3)N(c3ccccc3)p3(->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o3)[Rh+]2)cc1,Cc1ccccc1OP1(Oc2ccccc2C)->N(c2ccccc2C)N(c2ccccc2C)p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]1,CN1N(C)p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)[Rh+]p12->oc1ccc3ccccc3c1c1c(ccc3ccccc31)o2,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,0,-8.25146770477295,-0.11958649009466171,69
CCC(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,CCC(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,C1=C2C3=N(->[C@@H](Cc4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@]23CC1,C1=C2C3=N(->[C@@H](c4ccccc4)CO3)[Ir+]P(c3ccccc3)(->c3ccccc3)C3=CCC[C@]23CC1,CC(C)(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,CC(C)(C)[C@@H]1<-N2=C(OC1)C1=CCC[C@@]13CCC=C3P(c1ccccc1)(->c1ccccc1)[Ir+]2,1,-0.07069031149148941,-0.0011981409043073654,59
c1ccc(P2(->c3ccccc3)O[C@H]3CCCC[C@H]3c3<-n(cccc3)[Ir+]2)cc1,CC1(C)[C@@H]2CC[C@@]1(C)[C@H]1c3<-n(ccnc3)[Ir+]P(c3ccccc3)(->c3ccccc3)[C@H]21,Cc1ccccc1P1(c2ccccc2C)->c2ccccc2C=N(->[S@](=O)C(C)(C)C)[Ir+]1,COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(C(C)C)->C(C)C,COc1ccccc1N1[C@H](c2ccccc2)c2<-n(nn(-c3ccccc3)c2)[Ir+]P1(c1ccccc1)->c1ccccc1,c1ccc(-c2sc3c4<-n2[Ir+]P(c2ccccc2)(->c2ccccc2)C[C@H]4CCC3)cc1,0,-6.699891090393066,-0.131370410323143,51
Cc1ccccc1P1(c2ccccc2C)->c2cc(COCc3c(F)c(F)c([B-](c4c(F)c(F)c(F)c(F)c4F)(c4c(F)c(F)c(F)c(F)c4F)c4c(F)c(F)c(F)c(F)c4F)c(F)c3F)ccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(CN3C4=N(->[C@@H]5CCCC[C@H]53)[Ir+]P(c3ccccc3)(->c3ccccc3)c3ccccc34)c(F)c2F)c(F)c1F,Cc1ccccc1P1(c2ccccc2C)->c2cc(COCc3c(F)c(F)cc(F)c3F)ccc2C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]1,Fc1c(F)c(F)c(CN2C3=N(->[C@@H]4CCCC[C@H]42)[Ir+]P(c2ccccc2)(->c2ccccc2)c2ccccc23)c(F)c1F,F[B-](F)(F)c1ccc(CN2C3=N(->[C@@H]4CCCC[C@H]42)[Ir+]P(c2ccccc2)(->c2ccccc2)c2ccccc23)cc1,CC(C)(C)[C@@H]1[C@@H](C(C)(C)C)N2->C(c3ccccc3P(c3ccccc3)(->c3ccccc3)[Ir+]=2)N1Cc1c(F)c(F)c(F)c(F)c1F,0,-2.4864397048950195,-0.01703040860593319,146
c1ccc(C2=N3->[C@@H](CO2)C(c2ccccc2)(c2ccccc2)Op2(->oc4ccc5ccccc5c4c4c(ccc5ccccc54)o2)[Ir+]3)cc1,CC1(C)OC2C3[C@@H](COp4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S3->c3ccccc3)O[C@@H]2O1,CC1(C)OC2C3Op4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S(->C(C)(C)C)C[C@H]3O[C@@H]2O1,C[Si](C)(C)c1cccc2c1op1(->oc3c([Si](C)(C)C)cccc32)O[C@H]2[C@@H]3O[C@H](c4ccccc4)OC[C@H]3O[C@@H]3OC(c4ccccc4)<-N(=[Ir+]1)[C@@H]32,CC1(C)OC2C3Op4(->oc5c(C(C)(C)C)cc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(C(C)(C)C)c5o4)[Ir+]S(->c4ccccc4)C[C@H]3O[C@@H]2O1,Cc1cc(C(C)(C)C)c2op3(->oc4c(C(C)(C)C)cc(C)c(C)c4c2c1C)O[C@@H](C)c1cccc(C)<-n1[Ir+]3,0,-4.141071796417236,-0.0552142895758152,75
CC(C)(C)P1(->C(C)(C)C)CP(C)(->C(C)(C)C)[Rh+]1,c1ccc(P2(->c3ccccc3OC3CCCCC3)CCP(c3ccccc3)(->c3ccccc3OC3CCCCC3)[Rh+]2)cc1,CC(C)(C)P1(->C(C)(C)C)CP(C)(->C(C)(C)C)[Rh+]1,CC1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(C1CCCCC1)->C1CCCCC1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCCO2)OCCO4)cc1,c1ccc(P2(->c3ccccc3)[Ru+2]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,2,-1.2524280548095703,-0.032958634197711945,38
CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,CN(C)p1([Rh+]p2(N(C)C)->oc3ccc4c(c3c3c5c(ccc3o2)CCCC5)CCCC4)->oc2ccc3c(c2c2c4c(ccc2o1)CCCC4)CCCC3,c1ccc2c3c(ccc2c1)CP([Rh+]P1(N2CCC2)->Cc2ccc4ccccc4c2-c2c(ccc4ccccc24)C1)(N1CCC1)->Cc1ccc2ccccc2c1-3,C[C@H]1c2ccccc2P(c2ccccc2)(->c2ccccc2)[Rh+]p2(->oc3ccc4ccccc4c3c3c(ccc4ccccc43)o2)N1C,1,-1.925697684288025,-0.025675969198346138,75
CC(C)(C)P1(->C(C)(C)C)O[C@H]2CCc3ccc(-c4ccccc4)n(->c32)[Ir+]1,Cc1cc(-c2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)n2->c3c1CC[C@@H]3OP(C(C)(C)C)(->C(C)(C)C)[Ir+]2,COc1ccc(-c2c(C(C)(C)C)cc(-c3<-n4c5c(c(C)c3)CC[C@H]5OP(C(C)(C)C)(->C(C)(C)C)[Ir+]4)cc2C(C)(C)C)cc1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@@H]2CCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,COc1c(C(C)(C)C)cc(-c2<-n3c4c(c(C)c2)CC[C@H]4OP(C(C)(C)C)(->C(C)(C)C)[Ir+]3)cc1C(C)(C)C,COc1c(C(C)(C)C)cc(-c2<-n3c4c(cc2)CCC[C@@H]4OP(c2ccccc2C)(->c2ccccc2C)[Ir+]3)cc1C(C)(C)C,0,-3.064520835876465,-0.06008864566683769,51
CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,Cc1cc(C(C)(C)C)c2op(O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)([Rh+]p3(O[C@@H]4C[C@H](C)CC[C@H]4C(C)C)->oc4c(C(C)(C)C)cc(C)c(C)c4c4c(C)c(C)cc(C(C)(C)C)c4o3)->oc3c(C(C)(C)C)cc(C)c(C)c3c2c1C,Cc1ccc2op(O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)([Rh+]p3(O[C@@H]4C[C@H](C)CC[C@H]4C(C)C)->oc4ccc(C)c(C)c4c4c(C)c(C)ccc4o3)->oc3ccc(C)c(C)c3c2c1C,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,Cc1cc(C(C)(C)C)c2op(Oc3ccccc3)([Rh+]p3(Oc4ccccc4)->oc4c(C(C)(C)C)cc(C)c(C)c4c4c(C)c(C)cc(C(C)(C)C)c4o3)->oc3c(C(C)(C)C)cc(C)c(C)c3c2c1C,CN(C)p1([Rh+]p2(N(C)C)->oc3c(-c4ccccc4)cc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2c(-c3ccccc3)cc3ccccc3c2c2c(ccc3ccccc32)o1,3,-2.4311740398406982,-0.03241565451025963,75
CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->C(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Pd+2]2,CC(C)(C)P12->[C@@H](c3ccccc3C1)[C@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,CC(C)(C)P12->CC(c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,1,-0.014770198613405228,-0.00026854907628148794,55
c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,CC[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@H](CC)c3ccccc3)cccc1O2)c1ccccc1,CC(C)(C)P12->[C@@H](Oc3cccc(-c4c5ccccc5cc5ccccc45)c31)[C@H]1<-P(C(C)(C)C)([Rh+]2)c2c(cccc2-c2c3ccccc3cc3ccccc23)O1,C[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@H](C)c3ccccc3)cccc1O2)c1ccccc1,CC(C)(C)P12->[C@@H](Oc3cccc(O[C@@H]4CCc5ccccc54)c31)[C@H]1<-P(C(C)(C)C)([Rh+]2)c2c(O[C@@H]3CCc4ccccc43)cccc2O1,CC[C@@H](Oc1cccc2c1P1(C(C)(C)C)->[C@@H](O2)[C@H]2<-P(C(C)(C)C)([Rh+]1)c1c(O[C@@H](CC)c3ccccc3)cccc1O2)c1ccccc1,0,-8.074953079223633,-0.1242300495505333,65
C[C@@H]1C2=C[C@@H]([Fe]C3C=CC=C3)C=C2P(c2ccccc2)(->c2ccccc2)[Rh+]P1(c1ccccc1)->c1ccccc1,C[C@H](NC(=S)Nc1ccccc1)C1=C2C=C[C@H]1[Fe][C@H]1C=CC=C1P(c1ccccc1)(->c1ccccc1)[Rh+]P2(c1ccccc1)->c1ccccc1,CC(C)(C)P12->[C@H](c3ccccc3C1)[C@@H]1<-P(C(C)(C)C)(Cc3ccccc31)[Rh+]2,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4c(c3-c3c2ccc2c3OCO2)OCO4)cc1,CC(C)(C)P12->[C@H](CCC1)[C@@H]1<-P(C(C)(C)C)(CCC1)[Rh+]2,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,0,-16.80267333984375,-0.23337046802043915,72
CC1(C)OP2(->N(c3ccc4ccccc4c3)[C@H](c3ccccc3)[C@@H](c3ccccc3)N2c2ccc3ccccc3c2)[Ir+]N2->[C@@H](C(C)(C)C)COC=21,COc1ccc(-c2c(C(C)(C)C)cc(-c3<-n4c5c(c(C)c3)CC[C@H]5OP(C(C)(C)C)(->C(C)(C)C)[Ir+]4)cc2C(C)(C)C)cc1,Cc1ccccc1P1(c2ccccc2C)->N2[C@H]3CC[C@H](C3)[C@@H]2c2scc(-c3ccccc3)<-n2[Ir+]1,COc1cccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3cccc(OC)c3)<-P23OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]3)c1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23O[C@H]2CCCc4ccc(-c5ccccc5)n(->c42)[Ir+]3)cc1,COc1ccc(N2[C@H](c3ccccc3)[C@@H](c3ccccc3)N(c3ccc(OC)cc3)<-P23OC(C)(C)C2=N(->[C@@H](C(C)(C)C)CO2)[Ir+]3)cc1,0,-10.396139144897461,-0.12230751663446426,85
Cc1cc(C)c2op(O[C@@H]3CCCC[C@H]3c3ccccc3)([Rh+]p3(O[C@@H]4CCCC[C@H]4c4ccccc4)->oc4c(C)cc(C)c(C)c4c4c(C)c(C)cc(C)c4o3)->oc3c(C)cc(C)c(C)c3c2c1C,Cc1cc(C(C)(C)C)c2op(O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)([Rh+]p3(O[C@@H]4C[C@H](C)CC[C@H]4C(C)C)->oc4c(C(C)(C)C)cc(C)c(C)c4c4c(C)c(C)cc(C(C)(C)C)c4o3)->oc3c(C(C)(C)C)cc(C)c(C)c3c2c1C,Cc1ccc2op(O[C@@H]3C[C@H](C)CC[C@H]3C(C)C)([Rh+]p3(O[C@@H]4C[C@H](C)CC[C@H]4C(C)C)->oc4ccc(C)c(C)c4c4c(C)c(C)ccc4o3)->oc3ccc(C)c(C)c3c2c1C,CN(C)p12->oc3c(cc4ccccc4c3c3c(o1)c(P(c1ccccc1)c1ccccc1)cc1ccccc13)P(c1ccccc1)(->c1ccccc1)[Rh+]2,Cc1cc(C(C)(C)C)c2op(Oc3ccccc3)([Rh+]p3(Oc4ccccc4)->oc4c(C(C)(C)C)cc(C)c(C)c4c4c(C)c(C)cc(C(C)(C)C)c4o3)->oc3c(C(C)(C)C)cc(C)c(C)c3c2c1C,CN(C)p1([Rh+]p2(N(C)C)->oc3c(-c4ccccc4)cc4ccccc4c3c3c(ccc4ccccc43)o2)->oc2c(-c3ccccc3)cc3ccccc3c2c2c(ccc3ccccc32)o1,0,-8.308414459228516,-0.06754808872938156,123
C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(C3CCCCC3)(->C3CCCCC3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@@H](C1=C([PH]2(=O)->c3ccccc3P(c3ccccc3)(->c3ccccc3)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,C[C@H](C1=C([P@]2(C)->CP(C(C)(C)C)(->C(C)(C)C)[Rh+]2)C=C[C@H]1[Fe]C1C=CC=C1)N(C)C,c1ccc(P2(->c3ccccc3)[Rh+]P(c3ccccc3)(c3ccccc3)->c3ccc4ccccc4c3-c3c2ccc2ccccc32)cc1,1,-0.47062015533447266,-0.006536391098052263,72
