target,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,rank,log_likelihood_total,log_likelihood_avg,num_words
CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@@H](C)c1ccccc1,CON(C)C(=O)C[C@H](C)c1ccccc1,CON(C)C(=O)C[C[C@@H](C)c1ccccc1,CON(C)C(=O)C[CC@@H](C)c1ccccc1,CON(C)C(=O)C[C[C@H](C)c1ccccc1,1,-0.2754422426223755,-0.011017689481377602,25
CCOC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](F)[C@@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@@H](F)[C@H](NC(C)=O)c1ccccc1,CCOC(=O)[C@H](F)[CC@@H](NC(C)=O)c1ccccc1,1,-0.27588826417922974,-0.00862150825560093,32
CC(C)C[C@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[CC@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C(@@H](Cl)B1OC(C)(C)C(C)(C)O1,CC(C)C[C]@@H](Cl)B1OC(C)(C)C(C)(C)O1,1,-0.14895568788051605,-0.004965189378708601,30
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C=C(c1ccccc1)[C@H](C)c1ccccc1,CC[C]c1ccccc1.CC[C@@H](C)c1ccccc1,CC[C=C(c1ccccc1)[C@@H](C)c1ccccc1,1,-0.22955775260925293,-0.014347359538078308,16
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,CCOC(=O)C[CH](C)c1ccccc1,1,-0.051972147077322006,-0.0022596586495637894,23
C[C@@H](CO)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@H](C)C[C@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@H](C)C[C@@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@H](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,CC[C@@H](C)C[C@@]](O)CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,0,-44.4116096496582,-1.0093547105789185,44
CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C@H](C)c1ccc(Cl)cc1,CC(=O)N[CCC(=O)N[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[C[C@@H](C)c1ccc(Cl)cc1,CC(=O)N[CO[C@@H](C)c1ccc(Cl)cc1,1,-0.257031112909317,-0.010709629394114017,24
C[C@@H]1Cc2ccccc2N1,C[C@@H]1Cc2ccccc2N1,C[C@H]1Cc2ccccc2N1,C[C[C@@H]1Cc2ccccc2N1,C[C[C@H]1Cc2ccccc2N1,C[CC@@H]1Cc2ccccc2N1,1,-0.47696658968925476,-0.02649814449250698,18
CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C]@H](C)c1ccc(OC)cc1,CC[CC@H](C)c1ccc(OC)cc1,CC[C#@H](C)c1ccc(OC)cc1,2,-1.2190704345703125,-0.06416159868240356,19
CC(=O)N[C@H]1C=C(/C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C/c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/C=C/c2ccccc2)CCC1,CC(=O)N[C@H]1C=C(/C=C\c2ccccc2)CCC1,CC(=O)N[C@@H]1C=C(/C=C/c2ccccc2)CCC1,3,-4.908613681793213,-0.1533941775560379,32
COc1ccc2c(c1)CC[C@@H](NC(C)=O)C2,COc1ccc2c(c1)CC[C@H](NC(C)=O)C2,COc1ccc2c(c1)CC[C@@H](NC(C)=O)C2,COc1ccc2c(c1)CCC(NC(C)=O)C2,COc1ccc2c(c1)CC[C@](NC(C)=O)C2,COc1ccc2c(c1)CC[C](NC(C)=O)C2,2,-1.3026012182235718,-0.04652147367596626,28
C[C@H]1Cc2ccccc2[C@H]1C,C[C@H]1Cc2ccccc2[C@H]1C,C[C@@H]1Cc2ccccc2[C@@H]1C,C[C@H]1Cc2ccccc2[C@@H]1C,C[C@@H]1Cc2ccccc2[C@H]1C,C[CC@H]1Cc2ccccc2[C@H]1C,1,-0.27036476135253906,-0.011754989624023438,23
COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@H](C)CC(=O)O,COC(=O)[C@@H](C)CC(=O)O,COC(=O)[CC@H](C)CC(=O)O,COC(=O)[CC@@H](C)CC(=O)O,CC[C@@H](C)C(=O)OC,1,-0.22547964751720428,-0.011273982003331184,20
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,COC(=O)[CO[C@H](C)NC(C)=O,2,-0.7960813045501709,-0.039804063737392426,20
C=C(c1ccccc1)[C@H](C)NC(C)=O,C=C(c1ccccc1)[C@H](C)NC(C)=O,C=C(c1ccccc1)[C@@H](C)NC(C)=O,C=C(c1ccccc1)[C@H](C)/C(=C)c1ccccc1,C=C(/CC(=O)N[C@@H](C)C(=C)c1ccccc1,C=C(/C=C(\C)NC(C)=O)C(=C)c1ccccc1,1,-0.03204509988427162,-0.0012818039394915104,25
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[CC@H](Cc1ccccc1)c1ccccc1,C[C\C)c1ccccc1.CC[C@H](C)c1ccccc1,C[Cc1ccc(OC)cc1C[C@H](C)c1ccccc1,1,-0.040486715734004974,-0.001840305281803012,22
O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@@H](Cc1ccccc1)c1ccccc1,O=C(O)[CC@H](Cc1ccccc1)c1ccccc1,O=C(O)[C[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[CH](Cc1ccccc1)c1ccccc1,1,-0.06372419744729996,-0.002450930653139949,26
COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CC@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C(@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CH](CNC(C)=O)Cc1ccccc1,1,-0.04632434621453285,-0.0017157165566459298,27
CC[C@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[Cc1ccccc1.CC[C@H](C)c1ccccc1,CC[C\c1ccccc1)[C@H](C)c1ccccc1,CC[Cc1ccccc1.CC[C@@H](C)c1ccccc1,1,-0.07772639393806458,-0.004857899621129036,16
C[C@@H](CCO)c1ccccc1,C[C@@H](CCO)c1ccccc1,C[C@H](CCO)c1ccccc1,C[CCO)c1ccccc1.O[C@@H](C)CCO,C[CCO)c1ccccc1.O[C@H](C)CCO,C[CO[C@@H](CCO)c1ccccc1,1,-0.43061843514442444,-0.025330496951937675,17
C[C@H](C(=O)O)c1ccccc1,C[C@H](C(=O)O)c1ccccc1,C[C@@H](C(=O)O)c1ccccc1,CO[C@H](C)C(=O)O)c1ccccc1,C[CC@H](C(=O)O)c1ccccc1,C[C/C(=O)O[C@H](C)c1ccccc1,1,-0.03796740621328354,-0.0018079717410728335,21
O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@H]1Cc1ccccc1,O=C1CCC[C@@H]1Cc1ccccc1,O=C1CCC[C[C@H]1Cc1ccccc1,O=C1CCC[CC@H]1Cc1ccccc1,O=C1CCC[C\C1=C\c1ccccc1,1,-0.05514722689986229,-0.0026260584127157927,21
CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@H](C)c1ccccc1,CC(=O)N[C@@H](C)c1ccccc1,CC(=O)N[CC@H](C)c1ccccc1,CC(=O)N[C]@H](C)c1ccccc1,CC(=O)N[CH](C)c1ccccc1,1,-0.014877677895128727,-0.0007084608660079539,21
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[CC@@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,COC(=O)C[COCC[C@@H](C)NC(C)=O,1,-0.4766533076763153,-0.021666059270501137,22
Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@@H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C#H]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[CH]1CCc2ccccc2N1,Cc1ccccc1C(=O)C[C@H]1CCc2ccccc2S1,1,-0.07725056260824203,-0.0025750186759978533,30
C[C@H]1CCCCc2ccccc21,C[C@H]1CCCCc2ccccc21,C[C@@H]1CCCCc2ccccc21,C[CC@H]1CCCCc2ccccc21,C[C]@H]1CCCCc2ccccc21,C[CH]1CCCCc2ccccc21,1,-0.24467016756534576,-0.014392362907528877,17
O=C1c2ccccc2C[C@@H]1Cc1ccccc1,O=C1c2ccccc2C[C@@H]1Cc1ccccc1,O=C1c2ccccc2C[C@H]1Cc1ccccc1,O=C1c2ccccc2CC[C@@H]1Cc1ccccc1,O=C1c2ccccc2CC[C@H]1Cc1ccccc1,O=C1c2ccccc2CN[C@H]1Cc1ccccc1,1,-0.42799678444862366,-0.016461415216326714,26
CC(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,CC(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,CC(C)(C)c1ccc2c(c1)C[C@@H](CO)CO2,C(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,cc(C)(C)c1ccc2c(c1)C[C@H](CO)CO2,C(C)(C)c1ccc2c(c1)C[C@@H](CO)CO2,1,-0.026778340339660645,-0.0009563692728988826,28
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[CC@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,1,-0.5789259672164917,-0.026314817368984222,22
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C]@@H](Cc1ccccc1)NC(C)=O,1,-0.15147919952869415,-0.005826123058795929,26
COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[COCC[C@@H](Cc1ccccc1)NC(C)=O,1,-0.5810080170631409,-0.022346463054418564,26
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,CC[C]@@H](C)c1ccc(OC)cc1,CC[CH](C)c1ccc(OC)cc1,1,-0.12111429870128632,-0.006374436896294355,19
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,COC(=O)C[C@H](C)c1ccccc1,2,-0.9450344443321228,-0.04108845442533493,23
COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[C@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CC@@H](CNC(C)=O)Cc1ccccc1,COC(=O)[CH](CNC(C)=O)Cc1ccccc1,COC(=O)[C(CNC(C)=O)Cc1ccccc1,1,-0.022380398586392403,-0.0008289036341011524,27
COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)CC2,COc1cccc2c1C[C@H](NC(C)=O)CC2,COc1cccc2c1C[C@@H](NC(C)=O)C2,COc1cccc2c1C[C=C(NC(C)=O)CC2,COc1cccc2c1C[C/C(NC(C)=O)CC2,2,-2.8011374473571777,-0.11204549670219421,25
CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](Sc1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(Cl)cc1,CcoC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccc(F)cc1,1,-0.018145762383937836,-0.000442579563241452,41
CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CCOC(=O)C[C]@@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,1,-0.04950432479381561,-0.0021523619070649147,23
CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[CC@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[C(@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,CCOC(=O)C[CC@@H](B1OC(C)(C)C(C)(C)O1)c1ccccc1,1,-0.49364715814590454,-0.012990714982151985,38
COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@@H](C)NC(C)=O,COC(=O)[C@H](C)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)OC,CC[C@H](NC(C)=O)C(=O)OC,CC(=O)N[C@H](C)C(=O)OC,1,-0.19628015160560608,-0.009814007207751274,20
CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C@H](C)c1ccccc1,CCOC(=O)C[CC@@H](C)c1ccccc1,CcoC(=O)C[C@@H](C)c1ccccc1,CCOC(=O)C[C=C(C)c1ccccc1,2,-3.043044328689575,-0.1323062777519226,23
Cc1ccc(C[C@@H](C)C(=O)O)cc1,Cc1ccc(C[C@@H](C)C(=O)O)cc1,Cc1ccc(C[C@H](C)C(=O)O)cc1,Ccc1ccc(C[C@@H](C)C(=O)O)cc1,CCOC(=O)[C@@H](C)Cc1ccc(C)cc1,CCOC(=O)[C@H](C)Cc1ccc(C)cc1,1,-0.016859257593750954,-0.0006743703270331025,25
CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@@H]1CCCc2ccccc21,CC(=O)N[C@H]1CCCc2ccccc21,CC(=O)N[C]1CCCc2ccccc21,CC(=O)N[CH]1CCCc2ccccc21,CC(=O)N[C/C=C\c2ccccc21,1,-0.028081223368644714,-0.0012764192651957273,22
C[C@H](C[Si](C)(C)C)c1ccccc1,C[C@H](C[Si](C)(C)C)c1ccccc1,C[C@@H](C[Si](C)(C)C)c1ccccc1,C[CC@H](C[Si](C)(C)C)c1ccccc1,C[CC@@H](C[Si](C)(C)C)c1ccccc1,C[CH](C[Si](C)(C)C)c1ccccc1,1,-0.6396725177764893,-0.025586901232600212,25
CCC(=O)[C@H](CC)NC(C)=O,CC[C@@H](NC(C)=O)C(=O)CC,CC[C@H](NC(C)=O)C(=O)CC,CC)[C@@H](NC(C)=O)C(=O)CC,CCC[C@@H](NC(C)=O)C(=O)CC,C[C@@H](NC(C)=O)C(=O)CC,0,-47.752647399902344,-2.387632369995117,20
C[C@H](c1ccccc1)C(C)(C)C,C[C@H](c1ccccc1)C(C)(C)C,C[C@@H](c1ccccc1)C(C)(C)C,C[C[C@H](c1ccccc1)C(C)(C)C,C[C[C@@H](c1ccccc1)C(C)(C)C,C[CC@H](c1ccccc1)C(C)(C)C,1,-0.6134381890296936,-0.027883553877472878,22
CC(=O)N[C@H](C)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc12,CC(=O)N[C@@H](C)c1cccc2ccccc12,CC(=O)N[C@H](C)c1cccc2ccccc13,CC(=O)N[C@H](C)c1cccc2ccccc21,CC(=O)N[C@H](C)/c1cccc2ccccc12,1,-0.006550629623234272,-0.0002729429106693715,24
Cc1ccccc1C[C@@H]1CCCCC1=O,Cc1ccccc1C[C@@H]1CCCCC1=O,Cc1ccccc1C[C@H]1CCCCC1=O,Cc1ccccc1C[C]@@H]1CCCCC1=O,Cc1ccccc1C[C@@H]1CCCC/1=O,Cc1ccccc1C[C]]1CCCCC1=O,1,-0.044893160462379456,-0.0020405983086675406,22
COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,COC(=O)C[C[C@H](C)NC(C)=O,COC(=O)C[C]@H](C)NC(C)=O,2,-1.1845295429229736,-0.053842250257730484,22
COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@H](Cc1ccccc1)NC(C)=O,COC(=O)[C[C@@H](Cc1ccccc1)NC(C)=O,COC(=O)[CC@@H](Cc1ccccc1)NC(C)=O,1,-0.6926817893981934,-0.0266416072845459,26
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[CC@H](C)NC(C)=O,COC(=O)C[C/C=C(\C)NC(C)=O,COC(=O)C[C]@H](C)NC(C)=O,1,-0.01001429371535778,-0.0004551951715257019,22
c1ccc([C@@H]2CCCN2)cc1,c1ccc([C@@H]2CCCN2)cc1,c1ccc([C@H]2CCCN2)cc1,COc1ccc([C@@H]2CCCN2)cc1,COc1ccc([C@H]2CCCN2)cc1,c1ccc([C@@H]2CCCN2)cc1,1,-0.18659792840480804,-0.010366551578044891,18
C[C@@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)P(=O)(O)O,C[C@H](c1ccccc1)P(=O)(O)O,C[C@@H](c1ccccc1)CP(=O)(O)O,C[C@@H](c1ccccc1)CON(=O)(O)O,C[C@@H](c1ccccc1)PH(=O)(O)O,1,-0.06226710230112076,-0.002707265317440033,23
O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@H](Cc1ccccc1)c1ccccc1,O=C(O)[C@@H](Cc1ccccc1)c1ccccc1,O=C(O)[CC@H](Cc1ccccc1)c1ccccc1,O=C(O)[CH](Cc1ccccc1)c1ccccc1,O=C(O)[Cc1ccccc1)c1ccccc1,1,-0.08242731541395187,-0.0031702814158052206,26
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)(OC)[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)/C(=O)OC,COC(=O)C[C(\C)C(=O)OC,1,-0.11477996408939362,-0.00521727092564106,22
CC(C)[C@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@H](C(=O)O)c1ccc(F)cc1,CC(C)[CC@@H](C(=O)O)c1ccc(F)cc1,CC(C)[C@@H](C(=O)O])c1ccc(F)cc1,CC(C)[C]@@H](C(=O)O)c1ccc(F)cc1,1,-0.01835784874856472,-0.0007060710922814906,26
C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[Cc1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,C[C(c1ccccc1)c1ccccc1C(=O)O,1,-0.07880227267742157,-0.002918602665886283,27
CCCC[C@@H]1Cc2ccccc2N1,CCCC[C@@H]1Cc2ccccc2N1,CCCC[C@H]1Cc2ccccc2N1,CC1Cc2ccccc2N1)[C@H]1Cc1ccccc1,CC1Cc2ccccc2N1)[C@@H]1Cc1ccccc1,CC1Cc2ccccc2N1[C@H]1Cc1ccccc1,1,-0.017114799469709396,-0.0009007789194583893,19
C[C@H](Cc1ccccc1)c1ccccc1,C[C@H](Cc1ccccc1)c1ccccc1,C[C@@H](Cc1ccccc1)c1ccccc1,C[Cc1ccc(O)c([C@H](C)Cc2ccccc2)c1,C[CC@H](Cc1ccccc1)c1ccccc1,C[C[C@H](Cc1ccccc1)c1ccccc1,1,-0.06606965512037277,-0.0030031660571694374,22
CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,C[C@@H](Cc1ccc(OC)cc1)C(C)C,C[C@@H](Cc1ccc(OC)cc1)C(C)(C)OC,CC[C\c1ccc([C@H](C)C(=O)OC)cc1,2,-1.461686134338379,-0.07693085074424744,19
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[C]@@H](C)C(=O)OC,1,-0.026241807267069817,-0.0011928094318136573,22
COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C(=O)C[C@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,1,-0.19004999101161957,-0.008638636209070683,22
C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@@H](c1ccccc1)c1ccccc1C(=O)O,C[C@H](c1ccccc1)c1ccccc1C(=O)O,C[Cc1ccccc1)c1ccccc1C(=O)O,C[CH](c1ccccc1)c1ccccc1C(=O)O,C[C(c1ccccc1)c1ccccc1C(=O)O,1,-0.07880227267742157,-0.002918602665886283,27
COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[Cc1ccccc1)[C@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[Cc1ccccc1)[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,COC(=O)[C[C@@H](Cc1ccco1)NC(=O)OCc1ccccc1,1,-0.009665479883551598,-0.00031178968492895365,31
COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)cc1ccc([C@H]2CC(=O)Nc3ccccc3S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Nc3ccccc4S2)cc1,COC(=O)c1ccc([C@H]2CC(=O)Sc3ccccc3S2)cc1,1,-0.040855515748262405,-0.0011673005064949393,35
CC[C@@H](c1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[Si](C)(C)C,CC[C@@H](c1ccccc1)[Si](C)(C)C,CC[C@H](c1ccccc1)[SI](C)(C)C,CC[CC@H](c1ccccc1)[Si](C)(C)C,CC[C@@H](c1ccccc1)[SI](C)(C)C,2,-2.191575288772583,-0.09528588503599167,23
CC[C@@H](C)c1ccccc1,CC[C@@H](C)c1ccccc1,CC[C@H](C)c1ccccc1,CC[C=C(c1ccccc1)[C@H](C)c1ccccc1,CC[C]c1ccccc1.CC[C@@H](C)c1ccccc1,CC[C=C(c1ccccc1)[C@@H](C)c1ccccc1,1,-0.22955775260925293,-0.014347359538078308,16
CC[C@@H](C)c1ccc(OC)cc1,CC[C@@H](C)c1ccc(OC)cc1,CC[C@H](C)c1ccc(OC)cc1,CC[C[C@@H](C)c1ccc(OC)cc1,CC[C[C@H](C)c1ccc(OC)cc1,CC[CC@@H](C)c1ccc(OC)cc1,1,-0.6211819052696228,-0.032693784683942795,19
COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O,COC(=O)C[C@H](C)NC(C)=O,COC(=O)C[C@@H](C)NC(C)=O.COC1C,COC(=O)C[C[C@@H](C)NC(C)=O,COC(=O)C[C/C[C@@H](C)NC(C)=O,2,-2.922360420227051,-0.1328345686197281,22
CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@@H](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@](Sc1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](B1ccccc1)c1ccc(F)cc1,CCOC(=O)C[C@H](SC1ccccc1)c1ccc(F)cc1,2,-3.543811798095703,-0.11431650817394257,31
CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@H](F)Cc1ccccc1,CCOC(=O)[C@@H](F)Cc1ccccc1,CCOC(=O)[C@H](F)COc1ccccc1,CCOC(=O)[C@](F)Cc1ccccc1,CcoC(=O)[C@H](F)Cc1ccccc1,2,-2.391568899154663,-0.10870767384767532,22
CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@@H](C)C(=O)O,CC(=O)N[C@H](C)C(=O)O,CC(=O)N[C@@H](C)/C(=O)O,CC(=O)N[CC@@H](C)C(=O)O,CC(=O)N[C[C@@H](C)C(=O)O,1,-0.11389996111392975,-0.005423807539045811,21
COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C@@H](C)C(=O)OC,COC(=O)C[C@H](C)C(=O)OC,COC(=O)C[C[C@@H](C)C(=O)OC,COC(=O)C[C[C@H](C)C(=O)OC,COC(=O)C[CC@@H](C)C(=O)OC,2,-1.2365086078643799,-0.056204937398433685,22
O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C=C](Cc2ccccc2)C(=O)N1Cc1ccccc1,1,-0.028367318212985992,-0.0008343328954651952,34
